name ,   address,   has_events ,   url
Roustertail,1963 Sutter Street   San Francisco   CA   94115,no,http://roostertailsf.com/
Manhattan Hub,343 Sansome St 140   San Francisco   CA   94104,no,http://www.manhattanhub.com
Ayola,16081 Cambrian Dr   San Leandro   CA   94578,no,N/A
Maykadeh Llc,470 Green St   San Francisco   CA   94133,no,www.maykadehrestaurant.com/
Mo's Gourmet Hamburger,1322 Grant Ave   San Francisco   CA   94133,no,http://www.mosgourmethamburgers.com/
New Yorker's Buffalo Wings,665 Valencia St   San Francisco   CA   94110,,None
The Sage Cafe,112 Plymouth Cir   Daly City   CA   94015,no,http://sagecafenewnan.com/
Holy Grill,659 Townsend St   San Francisco   CA   94103,no,http://www.holygrillsf.com/
Kilowatt,3160 16th Street   San Francisco   CA   94103,no,http://www.barbell.com/kilowatt
Belden Taverna,52 Belden St   San Francisco   CA   94104,yes,http://www.btaverna.com/
Neiman-marcus/rotunda,1201 Elm St 20th Fl   Dallas   TX   75270,no,http://www.neimanmarcus.com/
Reveille Coffee Truck,937 Harrison St   San Francisco   CA   94107,no,No official website
Nicaragua Restaurant Inc,3015 Mission St   San Francisco   CA   94110,yes,http://nicaraguarestaurant.com/
Ninki Bar,1439 Taraval St   San Francisco   CA   94116,no,www.ninkisf.com
Philz Coffee,748 Van Ness Ave   San Francisco   CA   94102,no,http://www.philzcoffee.com/
Annies Hot Dogs & Pretzels,555 Fulton St Rm 115   San Francisco   CA   94102,yes,http://annieshotdogs.com/
Olea Restaurant,8400 Oceanview Ter #305   San Francisco   CA   94132,,official website is not available.
Quiznos,18806 Madison Ave   Castro Valley   CA   94546,no,http://www.quiznos.com/home.aspx
Osha Thai Restaurant,2033 Union St   San Francisco   CA   94123,yes,http://www.oshathai.com/5/index.html
Panchitas Restaurant #2,3091 16th St   San Francisco   CA   94103,no,No official website
Palio Paninoteca,505 Montgomery St   Lobby   San Francisco   CA,no,http://www.paliocaffe.com/
Wipe Out Bar & Grill,Pier 39 Space A-02   San Francisco   CA   94133,no,http://www.wipeoutbarandgrill.com/
Sitting By,28 1/2 Pier   San Francisco   CA   94105,no,http://www.hidivesf.com/
Sogreen Yogurt Bakes Coffee,135 4th St Fc-1   San Francisco   CA   94103,no,No official website
Chuan,170 Columbus Ave #368   San Francisco   CA   94133,,no website
Gastronom #2,5801 Geary Blvd   San Francisco   CA   94121,no,http://gastronomsf.com/
Lee's Deli,100 Bush Street   #820   San Francisco   CA,no,No official website
Lees Deli,100 Bush Street   #820   San Francisco   CA,yes,http://www.leesdeli.com/
Maru Sushi,529 Powell St   San Francisco   CA   94108,,none
Sweet Woodruff,708 Bush St   San Francisco   CA   94108,no,http://www.sweetwoodruffsf.com/
Tajine Moroccan Restaurant Inc,1653 Polk St   San Francisco   CA   94109,no,http://www.tajinerestaurant.com/index.html
We Be Sushi,538 Valencia St   San Francisco   CA   94110,yes,http://www.webesushi.com/
Tataki Sushi And Sake Bar,2815 California St   San Francisco   CA   94115,no,http://www.tatakisushibar.com/
Puccini & Pinetti,129 Ellis St   San Francisco   CA   94102,no,http://www.pucciniandpinetti.com/
Pizza Orgasmica,819 A St #34   San Rafael   CA   94901,yes,www.toolkit.com
Lava Restaurant & Lounge,660 4th St #328   San Francisco   CA   94107,yes,http://www.lavasf.com/
Tia Margarita Inc,300 19th Av   San Francisco   CA   94121,no,No official website
Tian Sing Chinese Restaurant I,355 Stoneridge Ln   San Francisco   CA   94134,yes,http://www.tiansing-restaurant.com/
The Little Chihuahua Mexican R,1949 Ofarrell St   San Francisco   CA   94115,yes,http://thelittlechihuahua.com/
Pier 41 Snackbar,350 Bay St Ste 100-326   San Francisco   CA   94133,,none
Squat & Gobble Cafe #5,237 Fillmore St   San Francisco   CA   94117,no,http://www.squatandgobble.com
Caffe Greco,423 Columbus Av   San Francisco   CA   94133,no,http://www.caffegreco.com/
Sweeties Llc,475 Francisco   San Francisco   CA   94133,,none
Coriander Thai,Thai Gourmet Group   Llc   San Francisco   CA,no,No official website
Little Paris,950 Stockton St #403   San Francisco   CA   94108,no,N/A
Golden Buddha Vegetarian,832 Clement St   San Francisco   CA   94118,,None
Uni's Deli,1200 Vermont St   San Francisco   CA   94110,,no website
Cafe Elena,724 Larchmont Dr   Daly City   CA   94015,no,not found
Hamburger Haven,800 Clement St   San Francisco   CA   94118,no,N/A
L & M Cafe,1081 Market St   San Francisco   CA   94103,,none
Caffe La Stazione,701 Pennsylvania Ave #101   San Francisco   CA   94107,no,http://www.caffelastazione.com
Anna Grande,3131 Geoffrey Dr   San Bruno   CA   94066,no,N/A
Backroom Dining,339 Taraval St   San Francisco   CA   94116,,no offical webiste found
Due Drop In,487 Church St   San Francisco   CA   94114,,duedropin.com/
Java Trading Co,901 Mission St   San Francisco   CA   94103,no,no offical webiste found
Cup And Cake Cafe,3500 Geary Bl   San Francisco   CA   94118,,none
Church Street Station,90 Santa Paula Av   San Francisco   CA   94127,,None
Minako Orgnc Japanese Cuisine,2154 Mission St   San Francisco   CA   94110,,none
Doo Bu,1723 Buchanan St   San Francisco   CA   94115,no,N/A
Mcdonalds Of Van Ness,1310 Rollins Rd   Burlingame   CA   94010,no,n/a
Beijing Restaurant 2,64 Moneta Way   San Francisco   CA   94112,no,http://beijingrestaurant2.com/
Cafe Enchante Sf,6157 Geary Blvd   San Francisco   CA   94121,,none
Local: Mission Eatery,3111 24th St   San Francisco   CA   94110,no,http://www.localmissioneatery.com/
Guru's Goodies,1390 Waller St   San Francisco   CA   94117,,none
Noeteca,1551 Dolores St   San Francisco   CA   94110,no,http://www.noeteca.com/
Marlowe Llc,330 Townsend Street Suite 108   San Francisco   CA   94107,no,N/A
Jackie's Vinoteca & Cafe,105 Valencia St   San Francisco   CA   94103,no,
Hon's Wun Tun House,567 Pine St #201   San Francisco   CA   94108,no,
New Moon Restaurant,1247 Stockton St   San Francisco   CA   94133,no,N/A
Nombe Restaurant,532 Franconia St   San Francisco   CA   94110,no,http://www.nombesf.com/
Parkside Tavern,1940 Taraval Street   San Francisco   CA   94116,yes,http://www.parksidetavernsf.com/
City Subs,28 3rd Street   San Francisco   CA   94103,,none
Hunan Garden Restaurant,1819 Market St   San Francisco   CA   94103,no,http://www.hunangardensf.com/
Piqueos Llc,778 Lakeview Ave   San Francisco   CA   94112,,None
Citrus Club The,1793 Haight St   San Francisco   CA   94117,no,http://citrusclubsf.com/
Quince Restaurant,470 Pacific Ave   San Francisco   CA   94133,yes,http://www.quincerestaurant.com/quince.html
Epic Cookies,2920 Kirkham St   San Francisco   CA   94122,no,http://www.skydottir.com/
Moya Restaurant,121 9th St   San Francisco   CA   94103,no,http://www.eatmoya.com/
Stardogs,963 Plymouth Ave   San Francisco   CA   94112,no,N/A
Ss Cesar Cafe,158 Beaver St   San Francisco   CA   94114,,None
Ocean Beach Coffee Shop,2898 Sloat Bl   San Francisco   CA   94116,no,www.ocean-beach.co.uk
Tunisia Cuisine,403 Eddy St   San Francisco   CA   94109,no,http://www.yelp.com/biz_redir?url=http%3A%2F%2Fwww.tunisiacuisine.com&src_bizid=871g_HtL4yMbVc-ex4bNyA&cachebuster=1339923298&s=c9b0d7e9d43e4b5f87e7771b6368272f38faf04253b6f6ded60e49aee994eac2
Lunchstop Mt Zion,1600 Divisadero St   San Francisco   CA   94115,,http://mountzion.ucsfmedicalcenter.org/
What's Up Dog! Beale St,195 Beale St   San Francisco   CA   94105,no,NO OFFICIAL WEBSITE FOUND
Champa Garden,613 Faxon Ave   San Francisco   CA   94112,no,n/a
Amitis Cafe,953 Martin Trail   Daly City   CA   94014,no,www.amitisdelisf.com/
Hunan Chef Restaurant,525 Cortland Ave   San Francisco   CA   94110,no,http://www.hunanchefsf.com
Mais Vietnamese Restaurant,316 Clement St   San Francisco   CA   94118,no,www.maisvietnameserestaurant.com/
Chin,Po Box 27586   San Francisco   CA   94127,,None
Cafe Mason,320 Mason St   San Francisco   CA   94102,no,www.cafemasonsf.com
Sf Bay Area Rock/roll Hall Fme,Po Box 640611   San Francisco   CA   94164,no,N/A
Tully's Coffee,3100 Airport Way South   Seattle   WA   98134,no,http://www.tullys.com/
Beretta,1199 Valencia St   San Francisco   CA   94110,yes,http://berettasf.com/
Hawaii Yogurt,19770 Stevens Creek Blvd   Cupertino   CA   95014,,no official website
Cafe At New People,1746 Post St   San Francisco   CA   94115,yes,http://www.newpeopleworld.com
Wok In Chinese American Food,366 Edinburgh St   San Francisco   CA   94112,no,N/A
Mission Bar & Grill,2695 Mission St   San Francisco   CA   94110,yes,www.themissionbar.com/
Yuubi Japanese Restaurant,501 Balboa St   San Francisco   CA   94118,,none
Hana Zen Sushi & Yakitori Bar,113 Kestrel Ct   Brisbane   CA   94005,,http://www.hanazenrestaurant.net/hanazen.html
Soma Restaurant And Bar,116 Santa Clara Av #2   San Bruno   CA   94066,,none
Revolution Cafe,3248 22nd St   San Francisco   CA   94110,yes,http://www.revolutioncafesf.com
Sheba Lounge,1419 Fillmore St   San Francisco   CA   94115,yes,http://shebapianolounge.com/
Bombfell,878 14th St Apt 103   San Francisco   CA   94114,,none
Fork Cafe,Po Box 626   Burlingame   CA   94011,no,N/A
Phil'z Coffee,1300 Potrero Avenue   San Francsico   CA   94110,no,http://www.philzcoffee.com
Phoenix Irish Bar & Restaurant,811 Valencia St   San Francisco   CA   94110,yes,www.phoenixirishbar.com/
Freshroll,1 Daniel Burnham Ct #409   San Francisco   CA   94109,,no official website
L'ottavo Ristorante Italiano,690 Sutter St   San Francisco   CA   94102,,none
The Pig And Whistle,2801 Geary Blvd   San Francisco   CA   94118,yes,http://www.pig-and-whistle.com/
Togo's Eateries,2300 16th St   San Francisco   CA   94103,yes,http://www.togos.com/
El Tesoro Taqueria & Grill,599 O'farrell St   San Francisco   CA   94102,no,NA
Butterfly Embarcadero,Pier 33 The Embarcadero   San Francisco   CA   94111,no,http://www.butterflysf.com/
Ritz Carlton San Francisco The,600 Stockton St   San Francisco   CA   94108,no,http://www.ritzcarlton.com/
Mcdonalds 24th & Mission,411 Borel Ave #606   San Mateo   CA   94402,,no official website
Sam Wo Cafe Inc,567 Pine St #201   San Francisco   CA   94108,no,n/a
Sankaku Sushi & Noodle #1 & #3,36 Willow Ln   Sausalito   CA   94965,no,N/A
Seoul On Wheels Inc,Po Box 882531   San Francisco   CA   94188,no,http://seoulonwheels.com/Seoul/yum.html
Lion House Cart,4699 Marion St   Denver   CO   80216,no,www.lionhousecats.com/
Zombie Curry,510 Parker Ave #4   San Francisco   CA   94118,no,N/A
Coffee Cabin,899 Hyde St   San Francisco   CA   94109,no,not found
Cafe Isabella,1414 Taylor St   San Francisco   CA   94133,,NOT FOUND
Kim Hoang Cafe & Fast Food,365 Eddy St   San Francisco   CA   94102,,not found
The Crepe House #2,1063 Dolores Drive   Lafayette   CA   94549,no,N/A
Left Coast Catering & Cafe,2152 3rd St   San Francisco   CA   94107,yes,http://www.leftcoastcatering.com
Golden Horse Restaurant,1060 Hyde St   San Francisco   CA   94109,no,N/A
8w8 Company,901 Bayshore Blvd #210   San Francisco   CA   94124,,no offical webiste found
Ming's Diner,2129 Taraval St   San Francisco   CA   94116,no,n/a
Golden City Inn,5131 3rd St   San Francisco   CA   94124,no,not found
Tuba Restaurant,1007 Guerrero St   San Francisco   CA   94110,no,http://www.tubarestaurant.com/
Java Source Coffee House,343 Clement St   San Francisco   CA   94118,no,N/A
Manor House Restaurant,210 Jones St   San Francisco   CA   94102,,none
Crown Doughnut Shop,4000 3rd St   San Francisco   CA   94124,,none
Giant Scoop Cafe,1 Castillo St   San Francisco   CA   94134,no,N/A
Ah Lin,1634 Bush St   San Francisco   CA   94109,no,http://www.ahlinrestaurantsf.com/
Ivan Abeshaus,3525 19th St   San Francisco   CA   94110,,no offical webiste found
Arkipelago Books,1010 Mission St #1   San Francisco   CA   94103,yes,http://www.arkipelagobooks.com/
Broders,4579 Ewing Rd   Castro Valley   CA   94546,,not found
Valhalla Books,1175 Clayton St #3   San Francisco   CA   94117,,none
Russian Hill Bookstore,2234 Polk St   San Francisco   CA   94109,no,http://www.russianhillbookstore.com/
One Monkey Books,156 Diamond St   San Francisco   CA   94114,yes,www.onemonkeybooks.com
Libros Latinos,2141 Mission St #301   San Francisco   CA   94110,no,http://www.libroslatinos.com/cgi-bin/libros/index.html
Un Poco Di Tuto Bakery,770 Tamalpais Dr #400   Corte Madera   CA   94925,,no offical webiste found
International School Of Pizza,1570 Stockton St   San Francisco   CA   94133,yes,http://internationalschoolofpizza.com
Tony's Pizza Napoletana,1570 Stockton St   San Francisco   CA   94133,yes,www.tonyspizzanapoletana.com
It's Tops Coffee Shop,Po Box 2776   Redwood City   CA   94064,no,http://www.itstopscoffeeshop.com/
Pals Take Away,2321 7th St   Berkeley   CA   94710,no,www.palstakeaway.com/
New Woey Loy Goey Restaurant,699 Jackson Street   San Francisco   CA   94133,,no offical webiste found
Jitlada Thai Cuisine 18,1826 B Buchanan St   San Francisco   CA   94115,no,http://www.jitladasf.com/site/index.php
Joe's Excellent Chinese Cusine,1919 Ocean Ave   San Francisco   CA   94127,yes,https://order.zonicordering.com/
Prime Rib Shabu,308 5th Ave   San Francisco   CA   94118,no,n/a
Subway Sandwiches # 7307,Po Box 640900   San Francisco   CA   94164,,none
Valentina Ristorante,419 Cortland Ave   San Francisco   CA   94110,no,N/A
Mokis Sushi And Pacific Grill,615 Cortland Ave.   San Francisco   CA   94110,no,http://www.mokisushi.com/
Lite Bite Inc,157 Magnolia St   San Francisco   CA   94123,no,http://litebite.com/
Lori's Diner,500 Sutter St #708   San Francisco   CA   94102,no,www.lorisdiner.com/
Tsing Tao Chinese Restaurnt Ii,1117 Fillmore St   San Francisco   CA   94115,no,http://www.tsingtaosf.com/
Coffee Choice,300 3rd St   San Francisco   CA   94107,no,http://www.coffeechoice.us/
Fondue Cowboy,1052 Folsom St   San Francisco   CA   94103,no,http://www.fonduecowboy.com/
El Paraiso,1198 Treat Av   San Francisco   CA   94110,,none
Sidewalk Juice Bar,3287 21st St   San Francisco   CA   94110,no,N/A
Smile's B B Q,2619 Mission St   San Francisco   CA   94110,no,http://www.smileyslexingtonbbq.com/
New Hong Kong Menu,749 Clay St # A   San Francisco   CA   94108,,no official website
My Canh Restaurant,506 41st Ave   San Francisco   CA   94121,yes,https://data.sfgov.org/views/nabg-52jr/rows.xls?accessType...
Mangosteen Restaurant,601 Larkin St   San Francisco   CA   94109,no,NA
Picnix Bistro & Carry Out,3872 Sacramento St   San Francisco   CA   94118,,no offical webiste found
Fidas Cafe,350 California St   San Francisco   CA   94104,,no official website
Stroganoff Restaurant,631 19th Ave   San Francisco   CA   94121,no,http://stroganoffrestaurant.com
Taqueria Vallarta,4697 Mission Street   San Francisco   CA   94112,no,www.taqueriavallartarestaurant.com
Tacos Rodriguez,2949 18th St #201   San Francisco   CA   94110,,no official website
Sushi 509,509 Haight St   San Francisco   CA   94117,,N/A
Sams,618 Broadway   San Francisco   CA   94133,no,N/A
Hyde & Ofarrell Market,701 Ofarrell St   San Francisco   CA   94109,,none
Happy Donut,2101 Van Ness Ave   San Francisco   CA   94109,no,NOT FOUND
Geary Street Bella Pizza,4124 Geary Bl   San Francisco   CA   94118,,no offical webiste found
Taza Smoothies & Wraps,390 Stonecrest Dr   San Francisco   CA   94132,no,tazasfsu.wordpress.com
Pan De Mie Cafe,24 San Benito Wy   San Francisco   CA   94127,no,http://www.pandemiesf.com/
Big Slice Pizza,1535 Haight St   San Francisco   CA   94117,,None
El Rancho Grande Taqueria,855 Divisadero St   San Francisco   CA   94117,no,NA
Fringale,570 4th St   San Francisco   CA   94107,no,http://www.fringalesf.com/home.html
Abc Bakery Cafe,650 Jackson St   San Francisco   CA   94133,no,No official website
Roosevelt Tamale Parlor,2817 24th St   San Francisco   CA   94110,no,
Naked Lunch,504 Broadway   San Francisco   CA   94133,no,http://www.nakedlunchsf.com/
Thrive * A Living Cafe,2215 R Market St Pmb 419   San Francisco   CA   94114,no,www.thriveacarryoutcafe.com/
Godzila Sushi Inc,1800 Divisadero St   San Francisco   CA   94115,no,http://www.godzilasushi.com/
Afc Crabstand Inc,360a Jefferson St.   San Francisco   CA   94133,no,n/a
Mandalay Restaurant,4348 California St   San Francisco   CA   94118,no,http://www.mandalaysf.com/
Boardroom Restaurant,Po Box 2602   Seattle   WA   98111,no,
Sidley Austin Ocs,3 Lagoon Dr Ste 235   Redwood City   CA   94065,no,n/a
Aramark Correctional Svcs 6608,1101 Market Street 11th Fl   Philadelphia   PA   19101,no,http://www.aramarkcorrections.com/
Adobe Cafe,3 Lagoon Dr Ste 235   Redwood City   CA   94065,,None
Orrick,3 Lagoon Dr Ste 235   Redwood City   CA   94065,no,www.orrick.com
Hyde Street Bistro,861 Ashbury St   San Francisco   CA   94117,yes,http://www.hydestreetbistrosf.com/
Fremont Subway #53157,Po Box 640900   San Francisco   CA   94164,no,http://fremontsubway.com/
Bayside Coffee Shop Inc,800 Commercial Ave   S San Fran   CA   94080,no,No official website
Baysubway 02,1457 Lake Street   San Francisco   CA   94118,,NONE
Marina Sushi Bar,739 Washington St #300   San Francisco   CA   94108,no,N/A
Heung Yuen Restaurant,3279 22nd St   San Francisco   CA   94110,no,No official website
Ho's Bar & Restaurant Inc,567 Pine St #201   San Francisco   CA   94108,no,http://www.hosbarandrestaurant.com/
Best Of Thai Noodle House,1418 Haight St   San Francisco   CA   94117,,none
Bi-rite Creamery,3692 18th St   San Francisco   CA   94110,yes,http://biritecreamery.com/
Smokin Warehouse Bbq Mobile,Po Box 882283   San Francisco   CA   94188,no,No official website
Boboquivari's The Steak,420 Columbus Ave   San Francisco   CA   94133,no,http://www.boboquivaris.com
Acme Chop House,100 Hamilton Ave #400   Palo Alto   CA   94301,,http://acmechophouse.com/
Bubba Gump Shrimp Co.,rest Mkt Pie   1510 West Loop South   Houston   TX,no,http://www.bubbagump.com/
La Casona Grill,1320a Van Dyke Ave   San Francisco   CA   94124,no,n/a
Cafe New Honolulu,737 Washington St Ste 200   San Francisco   CA   94108,no,
Darbar Pakistani Indian Cusine,277 Westridge Ave.   Daly City   CA   94015,no,http://darbarsf.com/
Garden House Cafe,3117 Clement St   San Francisco   CA   94121,no,NO OFFICIAL WEBSITE FOUND
